"","Bat1","Runs","BF","SR","4s","6s","Opposition","Ground","Start Date","Match_ID","Batsman","Player_ID"
"10160","5","5","5","100.00","0","0","v England","Manchester","8 Sep 2015","ODI # 3682","Pat Cummins ",489889
"10161","DNB","-","-","-","-","-","v England","Leeds","11 Sep 2015","ODI # 3683","Pat Cummins ",489889
"10162","DNB","-","-","-","-","-","v England","Manchester","13 Sep 2015","ODI # 3684","Pat Cummins ",489889
"10163","0*","0","1","0.00","0","0","v New Zealand","Sydney","4 Dec 2016","ODI # 3811","Pat Cummins ",489889
"10164","DNB","-","-","-","-","-","v New Zealand","Canberra","6 Dec 2016","ODI # 3812","Pat Cummins ",489889
"10165","DNB","-","-","-","-","-","v New Zealand","Melbourne","9 Dec 2016","ODI # 3813","Pat Cummins ",489889
"10166","15","15","32","46.87","0","0","v Pakistan","Brisbane","13 Jan 2017","ODI # 3817","Pat Cummins ",489889
"10167","0","0","3","0.00","0","0","v Pakistan","Melbourne","15 Jan 2017","ODI # 3818","Pat Cummins ",489889
"10168","DNB","-","-","-","-","-","v Pakistan","Perth","19 Jan 2017","ODI # 3820","Pat Cummins ",489889
"10169","DNB","-","-","-","-","-","v Pakistan","Sydney","22 Jan 2017","ODI # 3822","Pat Cummins ",489889
"10170","1*","1","1","100.00","0","0","v Pakistan","Adelaide","26 Jan 2017","ODI # 3826","Pat Cummins ",489889
"10171","36","36","28","128.57","5","1","v New Zealand","Auckland","30 Jan 2017","ODI # 3829","Pat Cummins ",489889
"10172","27","27","35","77.14","1","2","v New Zealand","Hamilton","5 Feb 2017","ODI # 3832","Pat Cummins ",489889
"10173","DNB","-","-","-","-","-","v New Zealand","Birmingham","2 Jun 2017","ODI # 3876","Pat Cummins ",489889
"10174","DNB","-","-","-","-","-","v Bangladesh","The Oval","5 Jun 2017","ODI # 3879","Pat Cummins ",489889
"10175","4","4","7","57.14","0","0","v England","Birmingham","10 Jun 2017","ODI # 3885","Pat Cummins ",489889
"10176","9","9","7","128.57","1","0","v India","Chennai","17 Sep 2017","ODI # 3910","Pat Cummins ",489889
"10177","0","0","1","0.00","0","0","v India","Kolkata","21 Sep 2017","ODI # 3912","Pat Cummins ",489889
"10178","DNB","-","-","-","-","-","v India","Indore","24 Sep 2017","ODI # 3914","Pat Cummins ",489889
"10179","DNB","-","-","-","-","-","v India","Bengaluru","28 Sep 2017","ODI # 3917","Pat Cummins ",489889
"10180","2*","2","2","100.00","0","0","v India","Nagpur","1 Oct 2017","ODI # 3919","Pat Cummins ",489889
"10181","12","12","10","120.00","1","0","v England","Melbourne","14 Jan 2018","ODI # 3951","Pat Cummins ",489889
"10182","1*","1","2","50.00","0","0","v England","Sydney","21 Jan 2018","ODI # 3960","Pat Cummins ",489889
"10183","3","3","9","33.33","0","0","v England","Adelaide","26 Jan 2018","ODI # 3966","Pat Cummins ",489889
"10184","12","12","26","46.15","0","0","v South Africa","Perth","4 Nov 2018","ODI # 4065","Pat Cummins ",489889
"10185","3","3","8","37.50","0","0","v South Africa","Adelaide","9 Nov 2018","ODI # 4067","Pat Cummins ",489889
"10186","7*","7","12","58.33","1","0","v South Africa","Hobart","11 Nov 2018","ODI # 4069","Pat Cummins ",489889
"10187","0*","0","0","-","0","0","v India","Hyderabad (Deccan)","2 Mar 2019","ODI # 4102","Pat Cummins ",489889
"10188","0","0","2","0.00","0","0","v India","Nagpur","5 Mar 2019","ODI # 4106","Pat Cummins ",489889
"10189","DNB","-","-","-","-","-","v India","Ranchi","8 Mar 2019","ODI # 4109","Pat Cummins ",489889
"10190","DNB","-","-","-","-","-","v India","Mohali","10 Mar 2019","ODI # 4111","Pat Cummins ",489889
"10191","15","15","8","187.50","2","0","v India","Delhi","13 Mar 2019","ODI # 4113","Pat Cummins ",489889
"10192","2*","2","4","50.00","0","0","v Pakistan","Abu Dhabi","27 Mar 2019","ODI # 4118","Pat Cummins ",489889
"10193","16","16","28","57.14","0","0","v Sri Lanka","Melbourne","11 Jan 2013","ODI # 3317","Aaron Finch ",5334
"10194","4","4","15","26.66","0","0","v Sri Lanka","Adelaide","13 Jan 2013","ODI # 3319","Aaron Finch ",5334
"10195","10","10","6","166.66","1","0","v West Indies","Perth","1 Feb 2013","ODI # 3330","Aaron Finch ",5334
"10196","11","11","22","50.00","2","0","v West Indies","Perth","3 Feb 2013","ODI # 3331","Aaron Finch ",5334
"10197","38","38","41","92.68","5","0","v West Indies","Canberra","6 Feb 2013","ODI # 3332","Aaron Finch ",5334
"10198","25","25","30","83.33","5","0","v West Indies","Sydney","8 Feb 2013","ODI # 3333","Aaron Finch ",5334
"10199","1","1","5","20.00","0","0","v West Indies","Melbourne","10 Feb 2013","ODI # 3334","Aaron Finch ",5334
"10200","148","148","114","129.82","16","7","v Scotland","Edinburgh","3 Sep 2013","ODI # 3410","Aaron Finch ",5334
"10201","45","45","45","100.00","4","1","v England","Manchester","8 Sep 2013","ODI # 3412","Aaron Finch ",5334
"10202","TDNB","-","-","-","-","-","v England","Birmingham","11 Sep 2013","ODI # 3414","Aaron Finch ",5334
"10203","0","0","1","0.00","0","0","v England","Cardiff","14 Sep 2013","ODI # 3415","Aaron Finch ",5334
"10204","26","26","32","81.25","6","0","v England","Southampton","16 Sep 2013","ODI # 3416","Aaron Finch ",5334
"10205","72","72","79","91.13","8","3","v India","Pune","13 Oct 2013","ODI # 3419","Aaron Finch ",5334
"10206","50","50","53","94.33","7","1","v India","Jaipur","16 Oct 2013","ODI # 3420","Aaron Finch ",5334
"10207","38","38","44","86.36","6","0","v India","Mohali","19 Oct 2013","ODI # 3421","Aaron Finch ",5334
"10208","5","5","10","50.00","1","0","v India","Ranchi","23 Oct 2013","ODI # 3422","Aaron Finch ",5334
"10209","20","20","28","71.42","3","0","v India","Nagpur","30 Oct 2013","ODI # 3424","Aaron Finch ",5334
"10210","5","5","5","100.00","1","0","v India","Bengaluru","2 Nov 2013","ODI # 3428","Aaron Finch ",5334
"10211","121","121","128","94.53","12","0","v England","Melbourne","12 Jan 2014","ODI # 3454","Aaron Finch ",5334
"10212","0","0","3","0.00","0","0","v England","Brisbane","17 Jan 2014","ODI # 3455","Aaron Finch ",5334
"10213","22","22","20","110.00","3","0","v England","Sydney","19 Jan 2014","ODI # 3457","Aaron Finch ",5334
"10214","108","108","111","97.29","8","4","v England","Perth","24 Jan 2014","ODI # 3461","Aaron Finch ",5334
"10215","7","7","16","43.75","1","0","v England","Adelaide","26 Jan 2014","ODI # 3463","Aaron Finch ",5334
"10216","67","67","79","84.81","5","3","v Zimbabwe","Harare","25 Aug 2014","ODI # 3513","Aaron Finch ",5334
"10217","102","102","116","87.93","9","1","v South Africa","Harare","27 Aug 2014","ODI # 3516","Aaron Finch ",5334
"10218","11","11","12","91.66","2","0","v Zimbabwe","Harare","31 Aug 2014","ODI # 3521","Aaron Finch ",5334
"10219","16","16","36","44.44","1","0","v South Africa","Harare","2 Sep 2014","ODI # 3522","Aaron Finch ",5334
"10220","54","54","87","62.06","5","0","v South Africa","Harare","6 Sep 2014","ODI # 3526","Aaron Finch ",5334
"10221","0","0","1","0.00","0","0","v Pakistan","Sharjah","7 Oct 2014","ODI # 3530","Aaron Finch ",5334
"10222","14","14","12","116.66","3","0","v Pakistan","Dubai (DSC)","10 Oct 2014","ODI # 3532","Aaron Finch ",5334
"10223","18","18","34","52.94","3","0","v Pakistan","Abu Dhabi","12 Oct 2014","ODI # 3534","Aaron Finch ",5334
"10224","35","35","40","87.50","4","1","v South Africa","Perth","14 Nov 2014","ODI # 3545","Aaron Finch ",5334
"10225","8","8","14","57.14","0","1","v South Africa","Perth","16 Nov 2014","ODI # 3546","Aaron Finch ",5334
"10226","109","109","127","85.82","9","3","v South Africa","Canberra","19 Nov 2014","ODI # 3548","Aaron Finch ",5334
"10227","22","22","37","59.45","2","0","v South Africa","Melbourne","21 Nov 2014","ODI # 3549","Aaron Finch ",5334
"10228","76","76","67","113.43","11","0","v South Africa","Sydney","23 Nov 2014","ODI # 3551","Aaron Finch ",5334
"10229","15","15","18","83.33","3","0","v England","Sydney","16 Jan 2015","ODI # 3578","Aaron Finch ",5334
"10230","96","96","127","75.59","5","2","v India","Melbourne","18 Jan 2015","ODI # 3582","Aaron Finch ",5334
"10231","32","32","32","100.00","3","0","v England","Hobart","23 Jan 2015","ODI # 3589","Aaron Finch ",5334
"10232","TDNB","-","-","-","-","-","v India","Sydney","26 Jan 2015","ODI # 3592","Aaron Finch ",5334
"10233","0","0","3","0.00","0","0","v England","Perth","1 Feb 2015","ODI # 3597","Aaron Finch ",5334
"10234","135","135","128","105.46","12","3","v England","Melbourne","14 Feb 2015","ODI # 3600","Aaron Finch ",5334
"10235","14","14","7","200.00","1","1","v New Zealand","Auckland","28 Feb 2015","ODI # 3617","Aaron Finch ",5334
"10236","4","4","9","44.44","0","0","v Afghanistan","Perth","4 Mar 2015","ODI # 3623","Aaron Finch ",5334
"10237","24","24","24","100.00","3","0","v Sri Lanka","Sydney","8 Mar 2015","ODI # 3629","Aaron Finch ",5334
"10238","20","20","10","200.00","3","1","v Scotland","Hobart","14 Mar 2015","ODI # 3637","Aaron Finch ",5334
"10239","2","2","5","40.00","0","0","v Pakistan","Adelaide","20 Mar 2015","ODI # 3642","Aaron Finch ",5334
"10240","81","81","116","69.82","7","1","v India","Sydney","26 Mar 2015","ODI # 3645","Aaron Finch ",5334
"10241","0","0","5","0.00","0","0","v New Zealand","Melbourne","29 Mar 2015","ODI # 3646","Aaron Finch ",5334
"10242","53","53","60","88.33","8","0","v England","Manchester","8 Sep 2015","ODI # 3682","Aaron Finch ",5334
"10243","15","15","27","55.55","2","0","v England","Leeds","11 Sep 2015","ODI # 3683","Aaron Finch ",5334
"10244","70*","70","64","109.37","11","1","v England","Manchester","13 Sep 2015","ODI # 3684","Aaron Finch ",5334
"10245","8","8","11","72.72","1","0","v India","Perth","12 Jan 2016","ODI # 3723","Aaron Finch ",5334
"10246","71","71","81","87.65","7","1","v India","Brisbane","15 Jan 2016","ODI # 3724","Aaron Finch ",5334
"10247","21","21","23","91.30","3","0","v India","Melbourne","17 Jan 2016","ODI # 3725","Aaron Finch ",5334
"10248","107","107","107","100.00","9","2","v India","Canberra","20 Jan 2016","ODI # 3726","Aaron Finch ",5334
"10249","6","6","6","100.00","1","0","v India","Sydney","23 Jan 2016","ODI # 3727","Aaron Finch ",5334
"10250","19","19","30","63.33","4","0","v West Indies","Providence","5 Jun 2016","ODI # 3740","Aaron Finch ",5334
"10251","72","72","103","69.90","6","3","v South Africa","Providence","7 Jun 2016","ODI # 3741","Aaron Finch ",5334
"10252","13","13","28","46.42","2","0","v South Africa","Basseterre","11 Jun 2016","ODI # 3743","Aaron Finch ",5334
"10253","0","0","1","0.00","0","0","v West Indies","Basseterre","13 Jun 2016","ODI # 3745","Aaron Finch ",5334
"10254","TDNB","-","-","-","-","-","v South Africa","Bridgetown","19 Jun 2016","ODI # 3750","Aaron Finch ",5334
"10255","16","16","11","145.45","3","0","v West Indies","Bridgetown","21 Jun 2016","ODI # 3752","Aaron Finch ",5334
"10256","47","47","41","114.63","6","1","v West Indies","Bridgetown","26 Jun 2016","ODI # 3756","Aaron Finch ",5334
"10257","56","56","46","121.73","7","2","v Sri Lanka","Colombo (RPS)","21 Aug 2016","ODI # 3768","Aaron Finch ",5334
"10258","4","4","7","57.14","0","0","v Sri Lanka","Colombo (RPS)","24 Aug 2016","ODI # 3769","Aaron Finch ",5334
"10259","30","30","29","103.44","3","1","v Sri Lanka","Dambulla","28 Aug 2016","ODI # 3772","Aaron Finch ",5334
"10260","55","55","19","289.47","8","3","v Sri Lanka","Dambulla","31 Aug 2016","ODI # 3774","Aaron Finch ",5334
"10261","DNB","-","-","-","-","-","v Sri Lanka","Pallekele","4 Sep 2016","ODI # 3776","Aaron Finch ",5334
"10262","33","33","28","117.85","4","2","v South Africa","Centurion","30 Sep 2016","ODI # 3785","Aaron Finch ",5334
"10263","1","1","5","20.00","0","0","v South Africa","Johannesburg","2 Oct 2016","ODI # 3787","Aaron Finch ",5334
"10264","53","53","34","155.88","3","4","v South Africa","Durban","5 Oct 2016","ODI # 3790","Aaron Finch ",5334
"10265","2","2","3","66.66","0","0","v South Africa","Port Elizabeth","9 Oct 2016","ODI # 3792","Aaron Finch ",5334
"10266","19","19","40","47.50","3","0","v South Africa","Cape Town","12 Oct 2016","ODI # 3795","Aaron Finch ",5334
"10267","0","0","1","0.00","0","0","v New Zealand","Sydney","4 Dec 2016","ODI # 3811","Aaron Finch ",5334
"10268","19","19","34","55.88","2","0","v New Zealand","Canberra","6 Dec 2016","ODI # 3812","Aaron Finch ",5334
"10269","3","3","8","37.50","0","0","v New Zealand","Melbourne","9 Dec 2016","ODI # 3813","Aaron Finch ",5334
"10270","4","4","7","57.14","0","0","v New Zealand","Auckland","30 Jan 2017","ODI # 3829","Aaron Finch ",5334
"10271","56","56","64","87.50","5","2","v New Zealand","Hamilton","5 Feb 2017","ODI # 3832","Aaron Finch ",5334
"10272","8","8","18","44.44","0","0","v New Zealand","Birmingham","2 Jun 2017","ODI # 3876","Aaron Finch ",5334
"10273","19","19","27","70.37","3","0","v Bangladesh","The Oval","5 Jun 2017","ODI # 3879","Aaron Finch ",5334
"10274","68","68","64","106.25","8","0","v England","Birmingham","10 Jun 2017","ODI # 3885","Aaron Finch ",5334
"10275","124","124","125","99.20","12","5","v India","Indore","24 Sep 2017","ODI # 3914","Aaron Finch ",5334
"10276","94","94","96","97.91","10","3","v India","Bengaluru","28 Sep 2017","ODI # 3917","Aaron Finch ",5334
"10277","32","32","36","88.88","6","0","v India","Nagpur","1 Oct 2017","ODI # 3919","Aaron Finch ",5334
"10278","107","107","119","89.91","10","3","v England","Melbourne","14 Jan 2018","ODI # 3951","Aaron Finch ",5334
"10279","106","106","114","92.98","9","1","v England","Brisbane","19 Jan 2018","ODI # 3958","Aaron Finch ",5334
"10280","62","62","53","116.98","3","3","v England","Sydney","21 Jan 2018","ODI # 3960","Aaron Finch ",5334
"10281","19","19","24","79.16","2","0","v England","The Oval","13 Jun 2018","ODI # 4009","Aaron Finch ",5334
"10282","0","0","4","0.00","0","0","v England","Cardiff","16 Jun 2018","ODI # 4010","Aaron Finch ",5334
"10283","20","20","19","105.26","0","2","v England","Nottingham","19 Jun 2018","ODI # 4011","Aaron Finch ",5334
"10284","100","100","106","94.33","6","3","v England","Chester-le-Street","21 Jun 2018","ODI # 4012","Aaron Finch ",5334
"10285","22","22","17","129.41","3","1","v England","Manchester","24 Jun 2018","ODI # 4013","Aaron Finch ",5334
"10286","5","5","17","29.41","0","0","v South Africa","Perth","4 Nov 2018","ODI # 4065","Aaron Finch ",5334
"10287","41","41","63","65.07","4","0","v South Africa","Adelaide","9 Nov 2018","ODI # 4067","Aaron Finch ",5334
"10288","11","11","15","73.33","1","0","v South Africa","Hobart","11 Nov 2018","ODI # 4069","Aaron Finch ",5334
"10289","6","6","11","54.54","0","0","v India","Sydney","12 Jan 2019","ODI # 4077","Aaron Finch ",5334
"10290","6","6","19","31.57","0","0","v India","Adelaide","15 Jan 2019","ODI # 4078","Aaron Finch ",5334
"10291","14","14","24","58.33","1","0","v India","Melbourne","18 Jan 2019","ODI # 4079","Aaron Finch ",5334
"10292","0","0","3","0.00","0","0","v India","Hyderabad (Deccan)","2 Mar 2019","ODI # 4102","Aaron Finch ",5334
"10293","37","37","53","69.81","5","1","v India","Nagpur","5 Mar 2019","ODI # 4106","Aaron Finch ",5334
"10294","93","93","99","93.93","10","3","v India","Ranchi","8 Mar 2019","ODI # 4109","Aaron Finch ",5334
"10295","0","0","2","0.00","0","0","v India","Mohali","10 Mar 2019","ODI # 4111","Aaron Finch ",5334
"10296","27","27","43","62.79","4","0","v India","Delhi","13 Mar 2019","ODI # 4113","Aaron Finch ",5334
"10297","116","116","135","85.92","8","4","v Pakistan","Sharjah","22 Mar 2019","ODI # 4116","Aaron Finch ",5334
"10298","153*","153","143","106.99","11","6","v Pakistan","Sharjah","24 Mar 2019","ODI # 4117","Aaron Finch ",5334
"10299","90","90","136","66.17","5","1","v Pakistan","Abu Dhabi","27 Mar 2019","ODI # 4118","Aaron Finch ",5334
"10300","39","39","42","92.85","5","1","v Pakistan","Dubai (DSC)","29 Mar 2019","ODI # 4119","Aaron Finch ",5334
"10301","53","53","69","76.81","2","2","v Pakistan","Dubai (DSC)","31 Mar 2019","ODI # 4120","Aaron Finch ",5334
"10302","52","52","57","91.22","6","0","v Scotland","Benoni","19 Apr 2009","ODI # 2842","Samiullah Shinwari",318339
"10303","27","27","49","55.10","0","0","v Netherlands","Amstelveen","30 Aug 2009","ODI # 2880","Samiullah Shinwari",318339
"10304","39*","39","39","100.00","1","2","v Netherlands","Amstelveen","1 Sep 2009","ODI # 2881","Samiullah Shinwari",318339
"10305","DNB","-","-","-","-","-","v Canada","Sharjah","16 Feb 2010","ODI # 2957","Samiullah Shinwari",318339
"10306","4","4","10","40.00","0","0","v Canada","Sharjah","18 Feb 2010","ODI # 2959","Samiullah Shinwari",318339
"10307","DNB","-","-","-","-","-","v Canada","The Hague","1 Jul 2010","ODI # 3005","Samiullah Shinwari",318339
"10308","14","14","21","66.66","0","0","v Ireland","Rotterdam","3 Jul 2010","ODI # 3008","Samiullah Shinwari",318339
"10309","82","82","118","69.49","9","0","v Kenya","Amstelveen","5 Jul 2010","ODI # 3012","Samiullah Shinwari",318339
"10310","DNB","-","-","-","-","-","v Netherlands","The Hague","7 Jul 2010","ODI # 3017","Samiullah Shinwari",318339
"10311","1","1","12","8.33","0","0","v Scotland","Rotterdam","9 Jul 2010","ODI # 3019","Samiullah Shinwari",318339
"10312","DNB","-","-","-","-","-","v Netherlands","Rotterdam","10 Jul 2010","ODI # 3024","Samiullah Shinwari",318339
"10313","DNB","-","-","-","-","-","v Scotland","Ayr","16 Aug 2010","ODI # 3033","Samiullah Shinwari",318339
"10314","46","46","74","62.16","5","1","v Scotland","Ayr","17 Aug 2010","ODI # 3035","Samiullah Shinwari",318339
"10315","2","2","5","40.00","0","0","v Kenya","Nairobi (Gym)","7 Oct 2010","ODI # 3052","Samiullah Shinwari",318339
"10316","DNB","-","-","-","-","-","v Kenya","Nairobi (Gym)","9 Oct 2010","ODI # 3053","Samiullah Shinwari",318339
"10317","18","18","34","52.94","1","1","v Kenya","Nairobi (Gym)","11 Oct 2010","ODI # 3055","Samiullah Shinwari",318339
"10318","7*","7","8","87.50","1","0","v Canada","King City (NW)","7 Aug 2011","ODI # 3173","Samiullah Shinwari",318339
"10319","8","8","7","114.28","0","1","v Canada","Toronto","9 Aug 2011","ODI # 3174","Samiullah Shinwari",318339
"10320","32","32","68","47.05","4","0","v Pakistan","Sharjah","10 Feb 2012","ODI # 3236","Samiullah Shinwari",318339
"10321","11","11","30","36.66","1","0","v Netherlands","Sharjah","29 Mar 2012","ODI # 3270","Samiullah Shinwari",318339
"10322","DNB","-","-","-","-","-","v Netherlands","Sharjah","31 Mar 2012","ODI # 3271","Samiullah Shinwari",318339
"10323","19","19","43","44.18","1","1","v Ireland","Dublin","5 Jul 2012","ODI # 3282","Samiullah Shinwari",318339
"10324","14","14","22","63.63","1","0","v Australia","Sharjah","25 Aug 2012","ODI # 3297","Samiullah Shinwari",318339
"10325","55*","55","68","80.88","7","0","v Scotland","Sharjah","6 Mar 2013","ODI # 3341","Samiullah Shinwari",318339
"10326","30*","30","49","61.22","1","0","v Scotland","Sharjah","8 Mar 2013","ODI # 3342","Samiullah Shinwari",318339
"10327","DNB","-","-","-","-","-","v Kenya","Sharjah","2 Oct 2013","ODI # 3417","Samiullah Shinwari",318339
"10328","DNB","-","-","-","-","-","v Kenya","Sharjah","4 Oct 2013","ODI # 3418","Samiullah Shinwari",318339
"10329","14","14","20","70.00","1","0","v Pakistan","Fatullah","27 Feb 2014","ODI # 3475","Samiullah Shinwari",318339
"10330","81","81","69","117.39","10","1","v Bangladesh","Fatullah","1 Mar 2014","ODI # 3478","Samiullah Shinwari",318339
"10331","6","6","19","31.57","0","0","v Sri Lanka","Dhaka","3 Mar 2014","ODI # 3481","Samiullah Shinwari",318339
"10332","50","50","73","68.49","6","1","v India","Dhaka","5 Mar 2014","ODI # 3483","Samiullah Shinwari",318339
"10333","43","43","46","93.47","5","1","v Hong Kong","Kuala Lumpur","1 May 2014","ODI # 3487","Samiullah Shinwari",318339
"10334","82*","82","68","120.58","9","2","v U.A.E.","Kuala Lumpur","2 May 2014","ODI # 3488","Samiullah Shinwari",318339
"10335","65","65","84","77.38","3","1","v Zimbabwe","Bulawayo","18 Jul 2014","ODI # 3503","Samiullah Shinwari",318339
"10336","5","5","6","83.33","1","0","v Zimbabwe","Bulawayo","20 Jul 2014","ODI # 3504","Samiullah Shinwari",318339
"10337","41","41","70","58.57","3","0","v Zimbabwe","Bulawayo","22 Jul 2014","ODI # 3505","Samiullah Shinwari",318339
"10338","40","40","60","66.66","2","0","v Zimbabwe","Bulawayo","24 Jul 2014","ODI # 3506","Samiullah Shinwari",318339
"10339","25*","25","17","147.05","1","1","v U.A.E.","ICCA Dubai","28 Nov 2014","ODI # 3556","Samiullah Shinwari",318339
"10340","25","25","28","89.28","3","0","v U.A.E.","ICCA Dubai","30 Nov 2014","ODI # 3558","Samiullah Shinwari",318339
"10341","19","19","34","55.88","1","0","v U.A.E.","ICCA Dubai","2 Dec 2014","ODI # 3560","Samiullah Shinwari",318339
"10342","1","1","4","25.00","0","0","v U.A.E.","ICCA Dubai","4 Dec 2014","ODI # 3562","Samiullah Shinwari",318339
"10343","DNB","-","-","-","-","-","v Scotland","ICCA Dubai","8 Jan 2015","ODI # 3572","Samiullah Shinwari",318339
"10344","10","10","15","66.66","1","0","v Scotland","Abu Dhabi","14 Jan 2015","ODI # 3576","Samiullah Shinwari",318339
"10345","50","50","96","52.08","1","1","v Ireland","Dubai (DSC)","17 Jan 2015","ODI # 3581","Samiullah Shinwari",318339
"10346","42","42","75","56.00","2","0","v Bangladesh","Canberra","18 Feb 2015","ODI # 3605","Samiullah Shinwari",318339
"10347","38","38","70","54.28","5","0","v Sri Lanka","Dunedin","22 Feb 2015","ODI # 3609","Samiullah Shinwari",318339
"10348","96","96","147","65.30","7","5","v Scotland","Dunedin","26 Feb 2015","ODI # 3614","Samiullah Shinwari",318339
"10349","17","17","31","54.83","2","0","v Australia","Perth","4 Mar 2015","ODI # 3623","Samiullah Shinwari",318339
"10350","54","54","110","49.09","5","1","v New Zealand","Napier","8 Mar 2015","ODI # 3628","Samiullah Shinwari",318339
"10351","7","7","11","63.63","1","0","v England","Sydney","13 Mar 2015","ODI # 3635","Samiullah Shinwari",318339
"10352","17","17","36","47.22","1","0","v Zimbabwe","Bulawayo","16 Oct 2015","ODI # 3693","Samiullah Shinwari",318339
"10353","20*","20","16","125.00","2","0","v Zimbabwe","Bulawayo","18 Oct 2015","ODI # 3694","Samiullah Shinwari",318339
"10354","14","14","30","46.66","0","0","v Zimbabwe","Bulawayo","20 Oct 2015","ODI # 3696","Samiullah Shinwari",318339
"10355","10","10","30","33.33","0","0","v Zimbabwe","Bulawayo","22 Oct 2015","ODI # 3697","Samiullah Shinwari",318339
"10356","1","1","2","50.00","0","0","v Zimbabwe","Bulawayo","24 Oct 2015","ODI # 3699","Samiullah Shinwari",318339
"10357","3","3","7","42.85","0","0","v Zimbabwe","Sharjah","25 Dec 2015","ODI # 3713","Samiullah Shinwari",318339
"10358","4","4","14","28.57","0","0","v Zimbabwe","Sharjah","29 Dec 2015","ODI # 3716","Samiullah Shinwari",318339
"10359","2","2","8","25.00","0","0","v Zimbabwe","Sharjah","2 Jan 2016","ODI # 3719","Samiullah Shinwari",318339
"10360","24","24","35","68.57","2","0","v Ireland","Belfast","12 Jul 2016","ODI # 3761","Samiullah Shinwari",318339
"10361","1","1","5","20.00","0","0","v Ireland","Belfast","14 Jul 2016","ODI # 3762","Samiullah Shinwari",318339
"10362","11","11","25","44.00","1","0","v Ireland","Belfast","17 Jul 2016","ODI # 3763","Samiullah Shinwari",318339
"10363","13","13","18","72.22","1","0","v Bangladesh","Dhaka","1 Oct 2016","ODI # 3786","Samiullah Shinwari",318339
"10364","29","29","47","61.70","1","0","v Zimbabwe","Harare","21 Feb 2017","ODI # 3838","Samiullah Shinwari",318339
"10365","13","13","31","41.93","1","0","v Zimbabwe","Harare","24 Feb 2017","ODI # 3840","Samiullah Shinwari",318339
"10366","18","18","39","46.15","1","0","v Zimbabwe","Harare","26 Feb 2017","ODI # 3842","Samiullah Shinwari",318339
"10367","30","30","22","136.36","2","2","v Ireland","Greater Noida","15 Mar 2017","ODI # 3850","Samiullah Shinwari",318339
"10368","14","14","18","77.77","0","0","v Ireland","Greater Noida","17 Mar 2017","ODI # 3851","Samiullah Shinwari",318339
"10369","20","20","51","39.21","0","0","v Ireland","Greater Noida","19 Mar 2017","ODI # 3852","Samiullah Shinwari",318339
"10370","62*","62","77","80.51","5","1","v Ireland","Greater Noida","24 Mar 2017","ODI # 3854","Samiullah Shinwari",318339
"10371","22","22","46","47.82","0","1","v West Indies","Gros Islet","9 Jun 2017","ODI # 3884","Samiullah Shinwari",318339
"10372","2","2","4","50.00","0","0","v West Indies","Gros Islet","11 Jun 2017","ODI # 3887","Samiullah Shinwari",318339
"10373","5","5","31","16.12","0","0","v Zimbabwe","Sharjah","19 Feb 2018","ODI # 3979","Samiullah Shinwari",318339
"10374","9","9","10","90.00","1","0","v Hong Kong","Bulawayo","8 Mar 2018","ODI # 3990","Samiullah Shinwari",318339
"10375","27","27","51","52.94","2","0","v West Indies","Harare","15 Mar 2018","ODI # 3997","Samiullah Shinwari",318339
"10376","2","2","3","66.66","0","0","v U.A.E.","Harare","20 Mar 2018","ODI # 4003","Samiullah Shinwari",318339
"10377","27","27","63","42.85","2","0","v Ireland","Harare","23 Mar 2018","ODI # 4006","Samiullah Shinwari",318339
"10378","20*","20","33","60.60","1","0","v West Indies","Harare","25 Mar 2018","ODI # 4007","Samiullah Shinwari",318339
"10379","18","18","31","58.06","1","0","v Bangladesh","Abu Dhabi","20 Sep 2018","ODI # 4041","Samiullah Shinwari",318339
"10380","23*","23","19","121.05","1","1","v Bangladesh","Abu Dhabi","23 Sep 2018","ODI # 4045","Samiullah Shinwari",318339
"10381","4","4","3","133.33","1","0","v Ireland","Dehradun","5 Mar 2019","ODI # 4105","Samiullah Shinwari",318339
"10382","0","0","1","0.00","0","0","v Ireland","Dehradun","10 Mar 2019","ODI # 4110","Samiullah Shinwari",318339
"10383","3","3","16","18.75","0","0","v Scotland","Sharjah","6 Mar 2013","ODI # 3341","Rahmat Shah",533956
"10384","35","35","45","77.77","4","0","v Scotland","Sharjah","8 Mar 2013","ODI # 3342","Rahmat Shah",533956
"10385","DNB","-","-","-","-","-","v Kenya","Sharjah","2 Oct 2013","ODI # 3417","Rahmat Shah",533956
"10386","DNB","-","-","-","-","-","v Kenya","Sharjah","4 Oct 2013","ODI # 3418","Rahmat Shah",533956
"10387","9","9","23","39.13","1","0","v India","Dhaka","5 Mar 2014","ODI # 3483","Rahmat Shah",533956
"10388","23","23","41","56.09","3","0","v Hong Kong","Kuala Lumpur","1 May 2014","ODI # 3487","Rahmat Shah",533956
"10389","7","7","13","53.84","0","0","v U.A.E.","Kuala Lumpur","2 May 2014","ODI # 3488","Rahmat Shah",533956
"10390","22","22","32","68.75","2","0","v Zimbabwe","Bulawayo","20 Jul 2014","ODI # 3504","Rahmat Shah",533956
"10391","100*","100","123","81.30","8","1","v Scotland","Edinburgh","4 Jul 2016","ODI # 3759","Rahmat Shah",533956
"10392","26","26","31","83.87","1","0","v Scotland","Edinburgh","6 Jul 2016","ODI # 3760","Rahmat Shah",533956
